customer_id,consent_given,consent_timestamp,data_shared_crossborder,has_safeguards,data_breach_reported,breach_report_days,criticality_score,violation_consent_missing,violation_crossborder_unsafe,violation_breach_late,total_violations
CUST0057,True,2023-01-03 09:00:00,False,True,True,3,0.82,False,False,False,0
CUST0058,True,2023-01-03 10:00:00,False,False,True,28,0.18,False,False,True,1
CUST0059,True,2023-01-03 11:00:00,False,False,False,43,0.45,False,False,False,0
CUST0060,True,2023-01-03 12:00:00,False,True,False,33,0.44,False,False,False,0
CUST0061,True,2023-01-03 13:00:00,False,False,True,12,0.9,False,False,True,1
CUST0062,True,2023-01-03 14:00:00,False,False,False,41,0.24,False,False,False,0
CUST0063,True,2023-01-03 15:00:00,False,True,False,8,0.24,False,False,False,0
CUST0064,True,2023-01-03 16:00:00,False,True,False,41,0.4,False,False,False,0
CUST0065,True,2023-01-03 17:00:00,False,False,False,30,0.15,False,False,False,0
CUST0066,True,2023-01-03 18:00:00,False,True,True,6,0.26,False,False,True,1
CUST0067,True,2023-01-03 19:00:00,True,True,False,3,0.97,False,False,False,0
CUST0068,True,2023-01-03 20:00:00,False,True,False,18,0.49,False,False,False,0
CUST0069,False,2023-01-03 21:00:00,False,True,False,41,0.67,True,False,False,1
CUST0070,True,2023-01-03 22:00:00,False,False,False,29,0.75,False,False,False,0
CUST0071,True,2023-01-03 23:00:00,False,False,False,30,0.43,False,False,False,0
CUST0072,True,2023-01-04 00:00:00,True,True,False,34,0.23,False,False,False,0
CUST0073,True,2023-01-04 01:00:00,True,False,False,56,0.29,False,True,False,1
CUST0074,True,2023-01-04 02:00:00,False,False,False,20,0.38,False,False,False,0
CUST0075,True,2023-01-04 03:00:00,False,False,False,30,0.67,False,False,False,0
CUST0076,True,2023-01-04 04:00:00,False,True,False,18,0.46,False,False,False,0
CUST0077,True,2023-01-04 05:00:00,False,True,False,30,0.11,False,False,False,0
CUST0078,True,2023-01-04 06:00:00,False,False,False,52,0.57,False,False,False,0
CUST0079,True,2023-01-04 07:00:00,False,False,False,31,0.93,False,False,False,0
CUST0080,False,2023-01-04 08:00:00,False,True,False,1,0.83,True,False,False,1
CUST0081,True,2023-01-04 09:00:00,True,True,False,58,0.84,False,False,False,0
CUST0082,True,2023-01-04 10:00:00,False,True,False,51,0.82,False,False,False,0
CUST0083,True,2023-01-04 11:00:00,False,False,False,9,0.39,False,False,False,0
CUST0084,True,2023-01-04 12:00:00,False,False,False,1,0.79,False,False,False,0
CUST0085,True,2023-01-04 13:00:00,False,True,False,1,0.23,False,False,False,0
CUST0086,True,2023-01-04 14:00:00,False,True,False,59,0.69,False,False,False,0
CUST0087,True,2023-01-04 15:00:00,True,False,True,23,0.68,False,True,True,2
CUST0088,False,2023-01-04 16:00:00,False,False,False,16,0.12,True,False,False,1
CUST0089,True,2023-01-04 17:00:00,False,True,False,31,0.81,False,False,False,0
CUST0090,True,2023-01-04 18:00:00,False,False,False,15,0.91,False,False,False,0
CUST0091,True,2023-01-04 19:00:00,False,False,False,15,0.34,False,False,False,0
CUST0092,True,2023-01-04 20:00:00,False,True,False,45,0.83,False,False,False,0
CUST0093,True,2023-01-04 21:00:00,False,False,False,38,0.17,False,False,False,0
CUST0094,True,2023-01-04 22:00:00,False,True,False,52,0.64,False,False,False,0
CUST0095,True,2023-01-04 23:00:00,True,False,False,30,0.54,False,True,False,1
CUST0096,True,2023-01-05 00:00:00,False,False,False,42,0.59,False,False,False,0
CUST0097,True,2023-01-05 01:00:00,True,False,False,23,0.93,False,True,False,1
CUST0098,True,2023-01-05 02:00:00,False,False,True,0,0.88,False,False,False,0
CUST0099,True,2023-01-05 03:00:00,False,True,False,10,0.81,False,False,False,0
CUST0100,True,2023-01-05 04:00:00,True,False,True,54,0.35,False,True,True,2
CUST0101,True,2023-01-05 05:00:00,False,False,False,20,0.92,False,False,False,0
CUST0102,True,2023-01-05 06:00:00,False,True,False,3,0.19,False,False,False,0
CUST0103,True,2023-01-05 07:00:00,False,False,False,6,0.87,False,False,False,0
CUST0104,False,2023-01-05 08:00:00,False,False,False,25,0.4,True,False,False,1
CUST0105,True,2023-01-05 09:00:00,True,True,False,46,0.15,False,False,False,0
CUST0106,True,2023-01-05 10:00:00,False,False,False,49,0.7,False,False,False,0
CUST0107,True,2023-01-05 11:00:00,False,False,True,11,0.31,False,False,True,1
CUST0108,True,2023-01-05 12:00:00,False,True,False,30,0.32,False,False,False,0
CUST0109,True,2023-01-05 13:00:00,True,False,False,16,0.38,False,True,False,1
CUST0110,True,2023-01-05 14:00:00,False,True,False,32,0.16,False,False,False,0
CUST0111,True,2023-01-05 15:00:00,False,True,False,10,0.26,False,False,False,0
CUST0112,False,2023-01-05 16:00:00,False,True,False,27,0.1,True,False,False,1
CUST0113,True,2023-01-05 17:00:00,False,False,True,31,0.5,False,False,True,1
CUST0114,True,2023-01-05 18:00:00,False,False,False,0,0.18,False,False,False,0
CUST0115,False,2023-01-05 19:00:00,False,True,False,46,0.71,True,False,False,1
CUST0116,True,2023-01-05 20:00:00,True,True,False,27,0.31,False,False,False,0
CUST0117,True,2023-01-05 21:00:00,False,False,True,52,0.95,False,False,True,1
CUST0118,False,2023-01-05 22:00:00,False,True,False,41,0.88,True,False,False,1
CUST0119,True,2023-01-05 23:00:00,True,False,False,6,0.36,False,True,False,1
CUST0120,True,2023-01-06 00:00:00,False,False,False,1,0.8,False,False,False,0
CUST0121,False,2023-01-06 01:00:00,False,False,False,41,0.82,True,False,False,1
CUST0122,True,2023-01-06 02:00:00,False,False,True,23,0.99,False,False,True,1
CUST0123,True,2023-01-06 03:00:00,False,True,False,3,0.64,False,False,False,0
CUST0124,True,2023-01-06 04:00:00,False,False,False,43,0.17,False,False,False,0
CUST0125,True,2023-01-06 05:00:00,False,False,False,18,0.68,False,False,False,0
CUST0126,True,2023-01-06 06:00:00,True,False,False,25,0.66,False,True,False,1
CUST0127,False,2023-01-06 07:00:00,False,True,True,10,0.67,True,False,True,2
CUST0128,True,2023-01-06 08:00:00,False,False,False,39,0.38,False,False,False,0
CUST0129,True,2023-01-06 09:00:00,False,True,False,49,0.87,False,False,False,0
CUST0130,True,2023-01-06 10:00:00,False,True,False,42,0.96,False,False,False,0
CUST0131,True,2023-01-06 11:00:00,False,True,False,10,0.3,False,False,False,0
CUST0132,True,2023-01-06 12:00:00,True,False,False,44,0.18,False,True,False,1
CUST0133,True,2023-01-06 13:00:00,False,False,False,2,0.28,False,False,False,0
CUST0134,False,2023-01-06 14:00:00,False,False,False,11,0.84,True,False,False,1
CUST0135,True,2023-01-06 15:00:00,True,False,False,2,0.71,False,True,False,1
CUST0136,True,2023-01-06 16:00:00,False,True,False,41,0.67,False,False,False,0
CUST0137,True,2023-01-06 17:00:00,False,False,False,26,0.46,False,False,False,0
CUST0138,True,2023-01-06 18:00:00,False,True,False,48,0.62,False,False,False,0
CUST0139,False,2023-01-06 19:00:00,False,False,True,53,0.38,True,False,True,2
CUST0140,False,2023-01-06 20:00:00,False,False,False,1,0.53,True,False,False,1
CUST0141,True,2023-01-06 21:00:00,False,False,False,48,0.81,False,False,False,0
CUST0142,True,2023-01-06 22:00:00,False,False,False,15,0.98,False,False,False,0
CUST0143,True,2023-01-06 23:00:00,False,True,False,1,0.94,False,False,False,0
CUST0144,True,2023-01-07 00:00:00,False,True,False,59,0.94,False,False,False,0
CUST0145,True,2023-01-07 01:00:00,False,False,False,53,0.46,False,False,False,0
CUST0146,True,2023-01-07 02:00:00,False,True,False,29,0.52,False,False,False,0
CUST0147,True,2023-01-07 03:00:00,False,True,False,19,0.74,False,False,False,0
CUST0148,True,2023-01-07 04:00:00,False,True,False,37,0.93,False,False,False,0
CUST0149,True,2023-01-07 05:00:00,False,False,False,27,0.23,False,False,False,0
CUST0150,False,2023-01-07 06:00:00,False,True,False,24,0.37,True,False,False,1
CUST0151,True,2023-01-07 07:00:00,False,True,False,31,0.23,False,False,False,0
CUST0152,True,2023-01-07 08:00:00,False,False,False,9,0.65,False,False,False,0
CUST0153,True,2023-01-07 09:00:00,False,False,False,59,0.38,False,False,False,0
CUST0154,False,2023-01-07 10:00:00,False,True,False,41,0.39,True,False,False,1
CUST0155,True,2023-01-07 11:00:00,False,True,False,39,0.16,False,False,False,0
CUST0156,True,2023-01-07 12:00:00,True,True,False,32,0.41,False,False,False,0
CUST0157,True,2023-01-07 13:00:00,False,True,True,12,0.88,False,False,True,1
CUST0158,True,2023-01-07 14:00:00,False,True,False,55,0.31,False,False,False,0
CUST0159,True,2023-01-07 15:00:00,True,False,False,40,0.73,False,True,False,1
CUST0160,True,2023-01-07 16:00:00,False,False,False,53,0.67,False,False,False,0
CUST0161,True,2023-01-07 17:00:00,True,False,True,41,0.88,False,True,True,2
CUST0162,True,2023-01-07 18:00:00,False,True,False,46,0.22,False,False,False,0
CUST0163,True,2023-01-07 19:00:00,False,False,False,36,0.98,False,False,False,0
CUST0164,True,2023-01-07 20:00:00,True,True,True,53,0.62,False,False,True,1
CUST0165,True,2023-01-07 21:00:00,False,False,False,15,1.0,False,False,False,0
CUST0166,True,2023-01-07 22:00:00,False,False,False,44,0.92,False,False,False,0
CUST0167,True,2023-01-07 23:00:00,False,True,False,21,0.3,False,False,False,0
CUST0168,True,2023-01-08 00:00:00,True,False,False,56,0.15,False,True,False,1
CUST0169,True,2023-01-08 01:00:00,False,True,False,19,0.33,False,False,False,0
CUST0170,True,2023-01-08 02:00:00,False,False,False,49,0.57,False,False,False,0
CUST0171,True,2023-01-08 03:00:00,False,True,False,42,0.25,False,False,False,0
CUST0172,True,2023-01-08 04:00:00,False,True,False,26,0.25,False,False,False,0
CUST0173,True,2023-01-08 05:00:00,False,False,False,40,0.52,False,False,False,0
CUST0174,True,2023-01-08 06:00:00,False,True,True,15,0.13,False,False,True,1
CUST0175,True,2023-01-08 07:00:00,False,False,False,33,0.21,False,False,False,0
CUST0176,True,2023-01-08 08:00:00,False,True,False,31,0.47,False,False,False,0
CUST0177,True,2023-01-08 09:00:00,True,False,False,25,0.16,False,True,False,1
CUST0178,False,2023-01-08 10:00:00,False,False,False,24,0.46,True,False,False,1
CUST0179,True,2023-01-08 11:00:00,False,False,False,1,0.53,False,False,False,0
CUST0180,True,2023-01-08 12:00:00,False,True,False,11,0.51,False,False,False,0
CUST0181,True,2023-01-08 13:00:00,False,True,False,39,0.88,False,False,False,0
CUST0182,False,2023-01-08 14:00:00,False,True,False,8,0.58,True,False,False,1
CUST0183,False,2023-01-08 15:00:00,False,True,False,11,0.52,True,False,False,1
CUST0184,True,2023-01-08 16:00:00,True,False,False,25,0.47,False,True,False,1
CUST0185,True,2023-01-08 17:00:00,False,False,False,8,0.84,False,False,False,0
CUST0186,True,2023-01-08 18:00:00,False,False,False,9,0.91,False,False,False,0
CUST0187,True,2023-01-08 19:00:00,True,False,False,31,0.87,False,True,False,1
CUST0188,True,2023-01-08 20:00:00,False,False,False,56,0.71,False,False,False,0
CUST0189,True,2023-01-08 21:00:00,False,False,False,33,0.22,False,False,False,0
CUST0190,True,2023-01-08 22:00:00,True,True,False,47,0.35,False,False,False,0
CUST0191,False,2023-01-08 23:00:00,False,False,False,19,0.14,True,False,False,1
CUST0192,False,2023-01-09 00:00:00,False,False,False,38,0.94,True,False,False,1
CUST0193,True,2023-01-09 01:00:00,False,False,False,59,0.69,False,False,False,0
CUST0194,True,2023-01-09 02:00:00,True,True,False,1,0.77,False,False,False,0
CUST0195,True,2023-01-09 03:00:00,False,True,False,0,0.38,False,False,False,0
CUST0196,True,2023-01-09 04:00:00,False,True,False,50,0.86,False,False,False,0
CUST0197,False,2023-01-09 05:00:00,False,False,False,59,0.33,True,False,False,1
CUST0198,False,2023-01-09 06:00:00,False,False,False,35,0.1,True,False,False,1
CUST0199,True,2023-01-09 07:00:00,True,True,False,23,0.44,False,False,False,0
CUST0200,True,2023-01-09 08:00:00,False,False,False,53,0.61,False,False,False,0
CUST0201,True,2023-01-09 09:00:00,True,True,False,26,0.53,False,False,False,0
CUST0202,True,2023-01-09 10:00:00,True,True,False,1,0.88,False,False,False,0
CUST0203,False,2023-01-09 11:00:00,False,True,False,30,0.19,True,False,False,1
CUST0204,True,2023-01-09 12:00:00,False,False,False,56,0.6,False,False,False,0
CUST0205,True,2023-01-09 13:00:00,False,False,False,13,0.56,False,False,False,0
CUST0206,True,2023-01-09 14:00:00,False,True,False,1,0.35,False,False,False,0
CUST0207,True,2023-01-09 15:00:00,False,False,False,28,0.84,False,False,False,0
CUST0208,True,2023-01-09 16:00:00,False,True,False,14,0.78,False,False,False,0
CUST0209,True,2023-01-09 17:00:00,False,False,False,11,0.76,False,False,False,0
CUST0210,True,2023-01-09 18:00:00,False,False,False,36,0.89,False,False,False,0
CUST0211,True,2023-01-09 19:00:00,False,False,False,27,0.75,False,False,False,0
CUST0212,True,2023-01-09 20:00:00,True,True,False,19,0.31,False,False,False,0
CUST0213,True,2023-01-09 21:00:00,False,False,False,38,0.74,False,False,False,0
CUST0214,True,2023-01-09 22:00:00,False,False,False,23,0.38,False,False,False,0
CUST0215,True,2023-01-09 23:00:00,False,True,False,20,0.32,False,False,False,0
CUST0216,True,2023-01-10 00:00:00,True,False,False,9,0.17,False,True,False,1
CUST0217,True,2023-01-10 01:00:00,False,True,True,45,0.77,False,False,True,1
CUST0218,True,2023-01-10 02:00:00,False,False,False,13,0.74,False,False,False,0
CUST0219,True,2023-01-10 03:00:00,False,True,False,36,0.31,False,False,False,0
CUST0220,True,2023-01-10 04:00:00,False,False,False,17,0.77,False,False,False,0
CUST0221,True,2023-01-10 05:00:00,True,False,False,23,0.93,False,True,False,1
CUST0222,True,2023-01-10 06:00:00,False,True,True,13,0.2,False,False,True,1
CUST0223,True,2023-01-10 07:00:00,False,True,True,33,0.31,False,False,True,1
CUST0224,True,2023-01-10 08:00:00,False,True,False,57,0.78,False,False,False,0
CUST0225,True,2023-01-10 09:00:00,False,True,False,11,0.35,False,False,False,0
CUST0226,False,2023-01-10 10:00:00,False,True,False,21,0.66,True,False,False,1
CUST0227,True,2023-01-10 11:00:00,False,False,False,55,0.17,False,False,False,0
CUST0228,False,2023-01-10 12:00:00,False,True,False,5,0.51,True,False,False,1
CUST0229,True,2023-01-10 13:00:00,False,True,False,35,0.77,False,False,False,0
CUST0230,True,2023-01-10 14:00:00,False,False,False,44,0.72,False,False,False,0
CUST0231,True,2023-01-10 15:00:00,False,True,False,35,0.83,False,False,False,0
CUST0232,True,2023-01-10 16:00:00,False,False,False,21,0.89,False,False,False,0
CUST0233,True,2023-01-10 17:00:00,True,False,True,13,0.8,False,True,True,2
CUST0234,True,2023-01-10 18:00:00,False,False,False,15,0.7,False,False,False,0
CUST0235,True,2023-01-10 19:00:00,False,False,False,35,0.13,False,False,False,0
CUST0236,True,2023-01-10 20:00:00,False,False,False,55,0.58,False,False,False,0
CUST0237,True,2023-01-10 21:00:00,False,True,False,24,0.13,False,False,False,0
CUST0238,True,2023-01-10 22:00:00,False,True,False,31,0.83,False,False,False,0
CUST0239,True,2023-01-10 23:00:00,True,True,False,32,0.39,False,False,False,0
CUST0240,False,2023-01-11 00:00:00,False,False,False,44,0.61,True,False,False,1
CUST0241,False,2023-01-11 01:00:00,False,True,False,35,0.35,True,False,False,1
CUST0242,False,2023-01-11 02:00:00,False,False,False,19,0.8,True,False,False,1
CUST0243,True,2023-01-11 03:00:00,False,False,False,17,0.9,False,False,False,0
CUST0244,True,2023-01-11 04:00:00,False,False,False,37,0.46,False,False,False,0
CUST0245,False,2023-01-11 05:00:00,False,False,False,2,0.88,True,False,False,1
CUST0246,True,2023-01-11 06:00:00,True,True,False,22,0.34,False,False,False,0
CUST0247,False,2023-01-11 07:00:00,True,False,False,31,0.58,True,True,False,2
CUST0248,False,2023-01-11 08:00:00,False,False,False,44,0.87,True,False,False,1
CUST0249,False,2023-01-11 09:00:00,False,True,False,58,0.39,True,False,False,1
CUST0250,True,2023-01-11 10:00:00,False,True,False,15,0.96,False,False,False,0
CUST0251,True,2023-01-11 11:00:00,False,False,False,58,0.21,False,False,False,0
CUST0252,False,2023-01-11 12:00:00,True,False,False,4,0.12,True,True,False,2
CUST0253,True,2023-01-11 13:00:00,True,False,False,3,0.91,False,True,False,1
CUST0254,True,2023-01-11 14:00:00,False,False,False,20,0.16,False,False,False,0
CUST0255,True,2023-01-11 15:00:00,False,False,False,39,0.99,False,False,False,0
CUST0256,False,2023-01-11 16:00:00,False,False,False,50,0.96,True,False,False,1
CUST0257,True,2023-01-11 17:00:00,False,True,False,13,0.22,False,False,False,0
CUST0258,True,2023-01-11 18:00:00,True,True,False,38,0.58,False,False,False,0
CUST0259,True,2023-01-11 19:00:00,False,True,False,30,0.27,False,False,False,0
CUST0260,True,2023-01-11 20:00:00,False,False,False,13,0.49,False,False,False,0
CUST0261,False,2023-01-11 21:00:00,False,False,False,5,0.16,True,False,False,1
CUST0262,True,2023-01-11 22:00:00,False,False,False,11,0.3,False,False,False,0
CUST0263,True,2023-01-11 23:00:00,False,True,True,15,0.43,False,False,True,1
CUST0264,False,2023-01-12 00:00:00,True,False,False,16,0.49,True,True,False,2
CUST0265,True,2023-01-12 01:00:00,True,False,True,44,0.98,False,True,True,2
CUST0266,True,2023-01-12 02:00:00,False,False,False,22,0.83,False,False,False,0
CUST0267,True,2023-01-12 03:00:00,False,False,False,13,0.76,False,False,False,0
CUST0268,True,2023-01-12 04:00:00,False,True,False,6,0.58,False,False,False,0
CUST0269,True,2023-01-12 05:00:00,False,False,False,45,0.86,False,False,False,0
CUST0270,True,2023-01-12 06:00:00,False,True,False,31,0.41,False,False,False,0
CUST0271,True,2023-01-12 07:00:00,False,True,True,14,0.74,False,False,True,1
CUST0272,False,2023-01-12 08:00:00,False,True,False,43,0.99,True,False,False,1
CUST0273,False,2023-01-12 09:00:00,True,False,False,16,0.38,True,True,False,2
CUST0274,True,2023-01-12 10:00:00,False,False,False,40,0.71,False,False,False,0
CUST0275,True,2023-01-12 11:00:00,True,False,False,53,0.86,False,True,False,1
CUST0276,True,2023-01-12 12:00:00,False,False,False,46,0.92,False,False,False,0
CUST0277,True,2023-01-12 13:00:00,False,False,False,43,0.75,False,False,False,0
CUST0278,True,2023-01-12 14:00:00,True,False,False,33,0.36,False,True,False,1
CUST0279,True,2023-01-12 15:00:00,False,True,False,4,0.39,False,False,False,0
CUST0280,False,2023-01-12 16:00:00,False,True,False,44,0.12,True,False,False,1
CUST0281,True,2023-01-12 17:00:00,False,True,False,26,0.78,False,False,False,0
CUST0282,True,2023-01-12 18:00:00,False,True,False,51,0.14,False,False,False,0
CUST0283,True,2023-01-12 19:00:00,True,True,False,22,0.88,False,False,False,0
CUST0284,True,2023-01-12 20:00:00,False,True,False,39,0.21,False,False,False,0
CUST0285,True,2023-01-12 21:00:00,False,True,True,58,0.25,False,False,True,1
CUST0286,True,2023-01-12 22:00:00,True,False,False,13,0.53,False,True,False,1
CUST0287,True,2023-01-12 23:00:00,False,True,False,14,0.76,False,False,False,0
CUST0288,True,2023-01-13 00:00:00,True,True,False,42,0.23,False,False,False,0
CUST0289,True,2023-01-13 01:00:00,True,True,False,32,0.5,False,False,False,0
CUST0290,True,2023-01-13 02:00:00,False,False,True,52,0.53,False,False,True,1
CUST0291,True,2023-01-13 03:00:00,True,True,False,30,0.29,False,False,False,0
CUST0292,True,2023-01-13 04:00:00,False,True,False,34,0.2,False,False,False,0
CUST0293,True,2023-01-13 05:00:00,False,False,False,16,0.85,False,False,False,0
CUST0294,True,2023-01-13 06:00:00,False,True,False,27,0.55,False,False,False,0
CUST0295,True,2023-01-13 07:00:00,False,True,True,18,0.11,False,False,True,1
CUST0296,True,2023-01-13 08:00:00,True,True,False,45,0.82,False,False,False,0
CUST0297,True,2023-01-13 09:00:00,True,True,True,53,0.98,False,False,True,1
CUST0298,True,2023-01-13 10:00:00,False,True,False,22,0.65,False,False,False,0
CUST0299,True,2023-01-13 11:00:00,False,True,False,31,0.55,False,False,False,0
CUST0300,True,2023-01-13 12:00:00,True,False,False,39,0.89,False,True,False,1
CUST0301,True,2023-01-13 13:00:00,False,False,False,12,0.96,False,False,False,0
CUST0302,True,2023-01-13 14:00:00,True,False,False,58,0.78,False,True,False,1
CUST0303,True,2023-01-13 15:00:00,False,True,False,19,0.5,False,False,False,0
CUST0304,True,2023-01-13 16:00:00,False,False,False,34,0.63,False,False,False,0
CUST0305,False,2023-01-13 17:00:00,False,True,False,4,0.73,True,False,False,1
CUST0306,True,2023-01-13 18:00:00,False,True,False,8,0.27,False,False,False,0
CUST0307,True,2023-01-13 19:00:00,False,False,True,28,0.5,False,False,True,1
CUST0308,True,2023-01-13 20:00:00,False,True,False,5,0.85,False,False,False,0
CUST0309,True,2023-01-13 21:00:00,False,True,False,24,0.69,False,False,False,0
CUST0310,True,2023-01-13 22:00:00,True,False,False,30,0.47,False,True,False,1
CUST0311,True,2023-01-13 23:00:00,False,False,False,21,0.7,False,False,False,0
CUST0312,True,2023-01-14 00:00:00,False,True,False,1,0.21,False,False,False,0
CUST0313,False,2023-01-14 01:00:00,False,False,True,44,0.46,True,False,True,2
CUST0314,True,2023-01-14 02:00:00,False,False,False,4,0.81,False,False,False,0
CUST0315,True,2023-01-14 03:00:00,False,True,False,59,0.3,False,False,False,0
CUST0316,True,2023-01-14 04:00:00,False,True,False,26,0.27,False,False,False,0
CUST0317,True,2023-01-14 05:00:00,False,True,True,24,0.96,False,False,True,1
CUST0318,True,2023-01-14 06:00:00,True,True,False,7,0.29,False,False,False,0
CUST0319,True,2023-01-14 07:00:00,True,True,False,54,0.33,False,False,False,0
CUST0320,True,2023-01-14 08:00:00,False,False,False,0,0.97,False,False,False,0
CUST0321,True,2023-01-14 09:00:00,True,False,True,19,0.76,False,True,True,2
CUST0322,True,2023-01-14 10:00:00,False,False,False,43,0.73,False,False,False,0
CUST0323,True,2023-01-14 11:00:00,False,True,False,22,0.87,False,False,False,0
CUST0324,False,2023-01-14 12:00:00,False,False,False,31,0.2,True,False,False,1
CUST0325,True,2023-01-14 13:00:00,False,False,False,10,0.74,False,False,False,0
CUST0326,True,2023-01-14 14:00:00,True,False,False,38,0.55,False,True,False,1
CUST0327,True,2023-01-14 15:00:00,False,True,False,46,0.85,False,False,False,0
CUST0328,True,2023-01-14 16:00:00,False,False,False,53,0.56,False,False,False,0
CUST0329,True,2023-01-14 17:00:00,False,True,False,23,0.66,False,False,False,0
CUST0330,True,2023-01-14 18:00:00,False,True,False,10,0.53,False,False,False,0
CUST0331,True,2023-01-14 19:00:00,False,True,False,28,0.53,False,False,False,0
CUST0332,True,2023-01-14 20:00:00,False,False,False,53,0.79,False,False,False,0
CUST0333,True,2023-01-14 21:00:00,False,False,False,25,0.67,False,False,False,0
CUST0334,True,2023-01-14 22:00:00,False,True,False,15,0.67,False,False,False,0
CUST0335,True,2023-01-14 23:00:00,False,True,False,34,0.51,False,False,False,0
CUST0336,False,2023-01-15 00:00:00,True,True,False,19,0.58,True,False,False,1
